index,Seed,Ticks,SuccessfulInfluence,Topology,neighborhood,num_agents,num_features,num_traits,communication_regime,homophily,seed,Regions,Isolates,Homogeneity,AverageDistance
0,40414,80788,30454,grid,moore,100,5,15,one-to-one,0.5,40414,1,0,1.0,0.0
0,70210,53335,18014,grid,moore,100,5,15,one-to-one,0.5,70210,1,0,1.0,0.0
0,69411,64722,21947,grid,moore,100,5,15,one-to-one,0.5,69411,3,2,0.98,0.04
0,58026,50511,15404,grid,moore,100,5,15,one-to-one,0.5,58026,4,2,0.95,0.09
0,44651,93696,34082,grid,moore,100,5,15,one-to-one,0.5,44651,1,0,1.0,0.0
0,86345,60488,19882,grid,moore,100,5,15,one-to-one,0.5,86345,2,1,0.99,0.02
0,33241,62532,18985,grid,moore,100,5,15,one-to-one,0.5,33241,2,0,0.89,0.105
0,84749,57508,18228,grid,moore,100,5,15,one-to-one,0.5,84749,4,2,0.91,0.1025
0,24130,69743,15217,grid,moore,100,5,15,one-to-one,0.5,24130,4,2,0.95,0.085
0,96720,60848,17152,grid,moore,100,5,15,one-to-one,0.5,96720,4,2,0.96,0.075
0,82998,46570,14699,grid,moore,100,5,15,one-to-one,0.5,82998,4,2,0.96,0.075
0,39094,73271,23288,grid,moore,100,5,15,one-to-one,0.5,39094,2,0,0.97,0.05
